state,downstream_hazard_potential,incident_date,incident_driver,incident_mechanism_1,incident_mechanism_2,incident_mechanism_3,eap_enacted_y_n_due_to_incident,owner_type,dam_type,primary_purpose_s,eap,dam_height,max_storage_ac_ft,surface_area_acres,year_completed,latitude,longitude,year_modified,incident_time,incident_duration,incident_report_produced
TX,L,10/28/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,IR,NR,37 ft,2250.0,39,1962,30.0466,-97.7746,-1,-1,-1,-1
TX,H,10/28/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,Y,28 ft,2936.0,55,1963,30.0359,-97.7727,-1,-1,-1,-1
TX,S,10/28/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,N,41 ft,3642.0,20,1975,30.0037,-97.7399,-1,-1,-1,-1
TX,H,10/28/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,Y,35 ft,5312.0,51,1969,29.9999,-97.709,-1,-1,-1,-1
TX,H,10/28/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,Y,38 ft,1603.0,43,1969,29.9842,-97.8574,-1,-1,-1,-1
TX,H,10/28/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,CI,Y,38 ft,3368.0,41,1963,30.0024,-97.8395,2012,-1,-1,-1
TX,H,10/28/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,Y,36 ft,5663.0,142,1967,30.0022,-97.8229,-1,-1,-1,-1
TX,H,10/28/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,Y,40 ft,498.0,11,1975,29.9674,-97.7949,-1,-1,-1,-1
OH,H,4/1/2014,Hydrologic/Flooding,High Reservoir Level,-1,-1,No,S,RE,R,Y,22 ft,96.0,4,1938,38.69,-83.17,-1,-1,-1,-1
NY,S,8/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,Yes,F,RECNMS,TSR,Y,32 ft,1030.0,0,-1,41.3553,-74.0525,1948,-1,-1,-1
NJ,L,8/7/2020,Hydrologic/Flooding,Overtopping,Insufficient Spillway Capacity,-1,No,P,PGRE,R,NR,20 ft,76.0,18,1923,39.7001,-75.3319,-1,-1,1 day,Investigation
NJ,L,3/31/2010,Deterioration or Poor Condition,Spillway Pipe Failure,Sinkhole,-1,-1,L,PGRE,R,NR,8 ft,-1.0,18,-1,40.3571,-74.0862,-1,-1,-1,-1
ID,H,5/10/2023,Hydrologic/Flooding,Spillway Erosion/Head Cutting,Spillway Deficiency,-1,-1,P,RE,-1,Y,55 ft,20504.0,1593,1912,42.8787,-111.943,1949,-1,2 Days,Yes
NY,H,8/28/2011,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,U,RE,RS,Y,22 ft,1149.0,93,1800,41.1417,-74.2111,-1,-1,-1,-1
ID,L,2/7/2017,Hydrologic/Flooding,Overtopping,Erosion,-1,No,S,PG,P,NR,28 ft,600.0,600,1941,42.7083,-115.477,-1,-1,-1,Yes
TX,L,2/23/2000,Hydrologic/Flooding,Overtopping,-1,-1,-1,L,RE,SP,NR,35 ft,2988.0,0,1939,32.2093,-101.269,-1,-1,-1,-1
OR,L,1/1/1948,Unknown,Unknown,-1,-1,No,F,RE,F,N,8 ft,50.0,0,1900,44.0,-121.0,-1,-1,-1,-1
OR,L,6/14/1903,Unknown,Unknown,-1,-1,No,F,RE,F,N,8 ft,50.0,0,1900,44.0,-121.0,-1,-1,-1,-1
TX,L,10/29/2018,Unknown,Unknown,-1,-1,-1,P,RE,R,NR,18 ft,52.0,0,1977,32.7699,-97.1434,-1,-1,-1,-1
OH,L,8/20/2018,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,No,P,RE,R,N,26 ft,56.0,6,1957,40.7083,-81.17,-1,-1,1 week,No
IN,-1,6/1/2008,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
CO,-1,2/10/1980,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
VA,U,7/22/2022,Deterioration or Poor Condition,Spillway Riser Failure,Spillway Pipe Failure,-1,No,P,RE,R,Y,26 ft,180.0,15,1968,37.7873,-77.9736,-1,-1,-1,Unknown
PA,L,6/26/2006,Hydrologic/Flooding,Spillway Chute Failure,-1,-1,-1,S,MSRE,R,NR,7 ft,62.0,12,1919,41.8617,-75.6667,-1,-1,3 DAYS,No
NY,H,9/8/2017,Deterioration or Poor Condition,Erosion,Spillway Pipe Failure,-1,-1,L,RE,PR,Y,24 ft,2510.0,232,1931,41.4575,-73.5433,-1,-1,2 weeks,No
VA,L,4/27/2014,Malfunction of Equipment/Gate,Gate/Valve Failure,-1,-1,-1,S,RE,R,Y,39 ft,109.0,2,1960,38.0067,-78.4883,-1,-1,-1,-1
CO,S,7/20/2017,Seepage/Internal Erosion,Excessive/Increased Seepage,Erosion,-1,No,P,RE,FIR,Y,25 ft,32690.0,1930,1896,38.2717,-102.636,-1,-1,-1,Yes
PA,H,2/16/2018,Hydrologic/Flooding,Other,-1,-1,Yes,L,RE,S,Y,100 ft,57400.0,845,1912,40.1822,-78.9431,2005,12:28:00 PM,-1,-1
SD,L,3/26/2019,Unknown,Unknown,-1,-1,No,L,RE,R,NR,17 ft,865.0,87,1937,43.9967,-102.132,-1,-1,-1,No
VT,L,7/10/2023,Hydrologic/Flooding,Unknown,-1,-1,No,P,RE,-1,NR,14 ft,90.0,8,-1,43.4182,-72.9319,-1,-1,-1,No
TX,H,5/30/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,IR,N,30 ft,272.0,29,1912,33.7916,-96.6105,-1,-1,-1,-1
WA,S,8/21/2014,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,24 ft,150.0,11,1940,48.3228,-119.998,1992,-1,-1,Yes
CO,L,9/12/2013,Hydrologic/Flooding,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
WI,L,6/17/2018,Hydrologic/Flooding,Overtopping,Debris Clogging,-1,No,L,PGRE,R,N,12 ft,420.0,150,1938,46.2174,-92.2255,1964,-1,-1,Unknown
CO,L,9/12/2013,Hydrologic/Flooding,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
VA,U,3/19/2019,Deterioration or Poor Condition,Spillway Riser Failure,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
RI,-1,3/11/1901,Unknown,Spillway Deficiency,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
TX,S,10/17/1994,Seepage/Internal Erosion,Piping,-1,-1,-1,P,RE,-1,Y,16 ft,115.0,7,1994,30.1497,-95.6966,1995,-1,-1,-1
NC,H,10/8/2016,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,RP,N,19 ft,20.0,0,-1,35.0267,-79.0222,2003,-1,1 day,-1
TX,S,5/8/1989,Seepage/Internal Erosion,Piping,-1,-1,-1,P,RE,O,N,27 ft,80.0,1,1986,32.8258,-97.6353,-1,-1,-1,-1
NY,S,8/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,P,OT,R,N,26 ft,104.0,12,-1,42.0106,-73.8728,-1,-1,-1,-1
MD,L,12/19/2016,Deterioration or Poor Condition,Animal Activity,Sinkhole,-1,No,F,RE,F,NR,13 ft,348.1,0,1940,39.0269,-76.7967,1989,-1,-1,-1
VA,U,5/21/2018,Hydrologic/Flooding,Spillway Erosion/Head Cutting,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
ND,H,5/21/2013,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,L,RE,CR,Y,49 ft,11658.0,223,1962,48.7779,-97.7494,-1,-1,-1,-1
WI,H,9/30/2022,Seepage/Internal Erosion,Piping,-1,-1,No,U,PGRE,R,Y,25 ft,68000.0,4200,1925,46.1385,-89.8854,-1,-1,-1,-1
TX,L,1/1/2008,Seepage/Internal Erosion,Piping,-1,-1,-1,P,RE,S,NR,22 ft,2949.0,300,1948,32.4961,-95.6764,2010,-1,-1,-1
NC,S,6/8/2013,Hydrologic/Flooding,Overtopping,-1,-1,No,S,RE,R,Y,15 ft,2304.0,0,-1,35.2258,-78.6528,2011,-1,-1,-1
NC,S,9/25/2016,Hydrologic/Flooding,Overtopping,-1,-1,No,S,RE,R,Y,15 ft,2304.0,0,-1,35.2258,-78.6528,2011,-1,2 day,-1
MD,L,6/28/2016,Deterioration or Poor Condition,Spillway Pipe Failure,Piping,-1,No,S,RE,R,NR,12 ft,91.0,12,1950,38.3678,-75.6749,1996,-1,-1,-1
MD,L,9/29/2016,Hydrologic/Flooding,Overtopping,-1,-1,No,S,RE,R,NR,12 ft,91.0,12,1950,38.3678,-75.6749,1996,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,P,RE,RP,NR,20 ft,544.0,22,1960,32.2407,-96.4891,-1,-1,-1,-1
TX,L,5/30/2015,Hydrologic/Flooding,Sliding,-1,-1,-1,L,RE,CR,NR,27 ft,1513.0,66,1957,31.778,-96.6645,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,NR,31 ft,2466.0,50,1972,32.0227,-96.835,-1,-1,-1,-1
TX,L,6/10/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,L,RE,C,NR,44 ft,533.0,12,1970,31.9329,-96.699,-1,-1,-1,-1
TX,L,6/10/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,L,RE,C,NR,31 ft,886.0,19,1970,31.8655,-96.7147,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,NR,31 ft,886.0,19,1970,31.8655,-96.7147,-1,-1,-1,-1
TX,L,6/10/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,L,RE,PF,NR,35 ft,595.0,27,1964,31.8752,-96.7061,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,PF,NR,29 ft,595.0,27,1964,31.8752,-96.7061,-1,-1,-1,-1
TX,L,6/10/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,L,RE,C,NR,22 ft,237.0,8,1970,31.8878,-96.6949,2005,-1,-1,-1
TX,L,6/10/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,L,RE,C,NR,30 ft,791.0,36,1970,31.8914,-96.6901,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,NR,30 ft,791.0,36,1970,31.8914,-96.6901,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,NR,30 ft,281.0,12,1970,31.8939,-96.684,2005,-1,-1,-1
TX,L,6/10/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,L,RE,C,NR,26 ft,638.0,30,1970,31.9069,-96.6653,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,L,RE,C,NR,26 ft,638.0,30,1970,31.9069,-96.6653,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,L,RE,C,NR,21 ft,340.0,16,1970,31.9011,-96.6474,-1,-1,-1,-1
TX,L,6/10/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,L,RE,C,NR,22 ft,2149.0,53,1966,31.8111,-96.6272,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,NR,25 ft,926.0,18,1961,31.969,-96.5914,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,NR,34 ft,753.0,21,1977,32.0257,-96.603,-1,-1,-1,-1
TX,H,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,Y,29 ft,5380.0,70,1971,32.0595,-96.578,2011,-1,-1,-1
TX,L,6/10/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,L,RE,C,NR,22 ft,1298.0,50,1965,31.8308,-96.5963,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,NR,22 ft,1298.0,50,1965,31.8308,-96.5963,-1,-1,-1,-1
TX,L,6/10/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,L,RE,C,NR,22 ft,974.0,42,1964,31.8398,-96.608,2005,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,NR,22 ft,974.0,42,1964,31.8398,-96.608,2005,-1,-1,-1
TX,L,6/10/2010,Hydrologic/Flooding,Overtopping,-1,-1,-1,L,RE,C,NR,30 ft,1764.0,30,1963,31.8507,-96.5642,-1,-1,-1,-1
TX,L,6/10/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,L,RE,C,NR,31 ft,796.0,29,1962,31.7883,-96.6242,-1,-1,-1,-1
TX,L,6/10/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,L,RE,C,NR,20 ft,303.0,8,1963,31.7907,-96.6186,-1,-1,-1,-1
TX,L,6/10/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,L,RE,I,NR,35 ft,5838.0,56,1963,31.8705,-96.5676,2010,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,I,NR,35 ft,5838.0,56,1963,31.8705,-96.5676,2010,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,NR,30 ft,414.0,0,1961,32.0568,-96.9137,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,NR,27 ft,309.0,11,1961,32.0436,-96.9001,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,NR,28 ft,329.0,13,1961,32.0036,-96.8563,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,NR,30 ft,516.0,17,1964,31.8284,-96.7323,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,NR,58 ft,2778.0,32,1965,32.0001,-96.9873,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,NR,33 ft,440.0,12,1977,31.9848,-96.9399,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,NR,24 ft,284.0,12,1964,31.9827,-96.8903,-1,-1,-1,-1
TX,L,6/10/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,L,RE,C,NR,24 ft,1036.0,35,1964,31.8203,-96.7322,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,NR,24 ft,1036.0,35,1964,31.8203,-96.7322,-1,-1,-1,-1
TX,S,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,N,33 ft,535.0,21,1981,31.9498,-96.935,-1,-1,-1,-1
TX,S,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,N,25 ft,704.0,16,1979,31.9619,-96.9201,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,NR,34 ft,703.0,32,1974,31.8944,-96.9638,1992,-1,-1,-1
TX,S,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,N,32 ft,1222.0,44,1974,31.8999,-96.9482,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,NR,25 ft,429.0,16,1974,31.8854,-96.8571,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,NR,32 ft,1474.0,37,1979,31.8732,-96.8663,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,NR,30 ft,734.0,12,1977,31.817,-96.8798,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,PF,NR,30 ft,450.0,13,1986,31.8544,-96.926,-1,-1,-1,-1
TX,L,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,NR,36 ft,4391.0,126,1972,32.0185,-96.844,-1,-1,-1,-1
VA,L,7/3/2014,Deterioration or Poor Condition,Spillway Riser Failure,-1,-1,-1,P,RE,R,NR,16 ft,50.0,0,1956,37.3412,-77.4463,-1,-1,-1,-1
PA,H,3/28/2013,Seepage/Internal Erosion,Excessive/Increased Seepage,Erosion,-1,No,L,RE,S,Y,62 ft,1200.0,38,1914,40.8428,-76.2475,2011,-1,-1,-1
OH,H,7/1/2015,Seepage/Internal Erosion,Spillway Chute Failure,-1,-1,No,L,RE,O,N,30 ft,135.0,7,1959,38.8839,-82.3892,-1,-1,1 week,Yes
NJ,L,9/3/2021,Hydrologic/Flooding,Overtopping,-1,-1,Unknown,P,RE,R,NR,10 ft,-1.0,2,0,40.945,-73.948,-1,-1,-1,-1
TX,S,9/22/1967,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,S,NR,11 ft,106.0,15,1968,28.9694,-98.4431,-1,-1,-1,-1
MD,L,7/25/2018,Hydrologic/Flooding,Overtopping,-1,-1,No,L,RE,-1,NR,10 ft,119.0,8,1964,39.7067,-76.08,2012,-1,1 year,No
CO,S,7/8/2020,Seepage/Internal Erosion,Excessive/Increased Seepage,-1,-1,Yes,S,RE,FR,Y,50 ft,766.0,41,1956,37.8914,-107.176,-1,-1,5 days,Yes
NE,L,1/1/2019,Unknown,Unknown,-1,-1,No,P,RE,P,NR,13 ft,123.0,8,1960,42.0682,-98.4091,-1,-1,-1,No
TX,S,4/19/1977,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,13 ft,22.0,0,1800,30.1242,-97.3424,-1,-1,-1,-1
MS,U,1/2/2020,Hydrologic/Flooding,Overtopping,Insufficient Spillway Capacity,Erosion,N,L,RE,R,NR,32 ft,886.0,36,1973,31.432,-91.4046,-1,7:30 PM,-1,Y
TX,L,7/14/1996,Seepage/Internal Erosion,Piping,-1,-1,-1,P,RE,C,NR,20 ft,560.0,0,1938,31.5887,-106.107,-1,-1,-1,-1
MS,H,11/6/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,17 ft,84.0,8,1964,32.2011,-89.9617,-1,-1,-1,-1
OH,L,4/1/2016,Deterioration or Poor Condition,Spillway Pipe Failure,Sinkhole,-1,No,P,RE,O,N,34 ft,109.9,8,1964,41.0717,-80.7958,-1,-1,-1,Yes
PA,H,10/1/2007,Seepage/Internal Erosion,Excessive/Increased Seepage,-1,-1,No,S,CNPG,S,Y,53 ft,50.0,2,-1,40.8331,-77.7556,-1,-1,10 MONTHS,Yes
MD,H,4/30/2014,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,L,CBCN,SR,Y,134 ft,22000.0,773,1953,39.1167,-76.8751,2014,-1,-1,-1
TX,L,1/3/2019,Unknown,Unknown,-1,-1,-1,P,RE,S,NR,20 ft,216.0,18,1962,30.9065,-97.2317,-1,-1,-1,-1
IN,H,4/27/2015,Unknown,Under Investigation,-1,-1,-1,-1,RE,-1,-1,1991 ft,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
SD,L,7/30/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,S,RE,R,NR,38 ft,950.0,32,1935,0.0,0.0,-1,-1,-1,No
MD,L,8/4/2020,Hydrologic/Flooding,Insufficient Spillway Capacity,Overtopping,Erosion,No,P,RE,F,NR,20 ft,91.0,6,1970,38.5047,-76.6134,1970,-1,17 days,Yes
TX,L,3/29/1989,Hydrologic/Flooding,Overtopping,-1,-1,-1,L,RE,R,NR,23 ft,680.0,0,1953,31.8003,-95.1967,-1,-1,-1,-1
TX,L,6/20/1993,Hydrologic/Flooding,Overtopping,-1,-1,-1,L,RE,R,NR,23 ft,680.0,0,1953,31.8003,-95.1967,-1,-1,-1,-1
PA,H,6/28/2005,Seepage/Internal Erosion,Cracking,Excessive/Increased Seepage,-1,Yes,S,CNPG,R,N,42 ft,3500.0,62,1960,39.89,-80.4494,-1,-1,-1,-1
NJ,S,8/27/2011,Hydrologic/Flooding,Piping,-1,-1,No,L,PGRE,R,Y,24 ft,147.0,14,1930,41.0043,-74.587,-1,-1,-1,-1
MT,U,2/14/2011,Hydrologic/Flooding,Spillway Erosion/Head Cutting,-1,-1,No,-1,RE,-1,-1,-1,-1.0,0,-1,47.0,108.0,-1,-1,-1,-1
SC,L,10/8/2016,Hydrologic/Flooding,Unknown,-1,-1,No,P,RE,R,N,25 ft,228.0,20,1965,34.245,-79.67,-1,-1,1 Day,No
CA,L,6/17/2011,Seepage/Internal Erosion,Erosion,-1,-1,-1,-1,-1,I,-1,16 ft,-1.0,0,2006,37.0,-122.0,-1,-1,-1,-1
ME,S,5/11/2022,Other,Other,-1,-1,No,L,CNPGRE,FPR,Y,11 ft,4680.0,1158,1896,44.5224,-69.7971,1956,-1,-1,Yes
VA,-1,12/24/1924,Unknown,Unknown,-1,-1,No,-1,RE,T,-1,100 ft,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
CA,-1,2/9/1971,Seismic,Unknown,-1,-1,Yes,-1,HF,-1,-1,142 ft,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
TX,S,9/8/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,RE,R,-1,25 ft,-1.0,0,1960,0.0,0.0,-1,-1,-1,-1
MS,L,3/11/2016,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,NR,16 ft,200.0,14,2006,33.7639,-88.3619,-1,12:00 PM,-1,-1
PA,-1,7/1/1977,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
MI,H,5/19/2020,Hydrologic/Flooding,Overtopping,-1,-1,Yes,P,CNMV,H,Y,36 ft,15000.0,1526,1925,43.6769,-84.3803,-1,-1,-1,Yes
UT,H,9/11/2012,Deterioration or Poor Condition,Animal Activity,-1,-1,Yes,L,RE,C,Y,40 ft,70.0,0,1919,37.1292,-113.637,-1,-1,-1,-1
MD,-1,1/1/2008,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
NJ,L,8/27/2011,Hydrologic/Flooding,Piping,-1,-1,No,P,PGRE,R,NR,35 ft,96.0,8,-1,41.1837,-74.5632,-1,-1,-1,-1
NY,S,8/28/2011,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,P,CNPG,H,Y,28 ft,795.0,150,1909,42.8936,-73.5887,2000,-1,-1,-1
NE,L,2/1/2019,Seepage/Internal Erosion,Piping,-1,-1,-1,P,RE,I,NR,21 ft,260.0,11,2018,40.1993,-97.098,-1,-1,-1,No
WI,L,5/10/2018,Seepage/Internal Erosion,Animal Activity,Piping,-1,No,L,PGRE,OR,N,8 ft,700.0,117,1937,42.9828,-88.5088,1938,-1,-1,Unknown
NY,S,8/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,Yes,P,EROT,R,Y,16 ft,16.0,2,1912,41.4047,-74.1514,-1,-1,-1,-1
SC,L,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,14 ft,85.0,12,1945,33.595,-81.2867,-1,-1,-1,-1
SC,L,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,17 ft,308.0,35,1955,33.6467,-81.2117,-1,-1,-1,-1
SC,L,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,36 ft,132.0,18,1963,33.5883,-81.345,-1,-1,-1,-1
SC,L,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,18 ft,106.0,25,1938,33.5833,-80.5967,-1,-1,-1,-1
SC,L,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,15 ft,109.0,21,1930,33.56,-80.7383,-1,-1,-1,-1
SC,L,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,15 ft,263.0,36,1900,33.8133,-80.09,-1,-1,-1,-1
SC,L,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,15 ft,91.0,26,1960,33.6533,-80.4433,-1,-1,-1,-1
SC,L,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,13 ft,320.0,34,1900,33.8483,-80.005,-1,-1,-1,-1
SC,L,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,16 ft,92.0,34,1875,33.6533,-80.495,-1,-1,-1,-1
SC,L,10/8/2016,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,R,N,9 ft,144.0,24,1955,33.7333,-80.0917,-1,-1,1 Day,No
SC,S,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,20 ft,357.0,28,1957,34.42,-79.9417,-1,-1,-1,-1
SC,L,10/8/2016,Hydrologic/Flooding,Unknown,-1,-1,No,P,RE,R,N,15 ft,209.0,22,1961,34.2533,-79.835,-1,-1,1 Day,No
SC,L,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,20 ft,112.0,7,1955,34.1117,-80.7517,-1,-1,-1,-1
SC,S,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,I,Y,15 ft,312.0,24,1930,0.0,0.0,1998,-1,-1,-1
SC,S,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,L,RE,R,Y,14 ft,359.0,64,1900,33.9583,-81.26,-1,-1,-1,-1
SC,L,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,14 ft,72.0,10,1910,33.73,-81.0367,-1,-1,-1,-1
SC,H,3/30/2011,Deterioration or Poor Condition,Animal Activity,-1,-1,-1,P,RE,R,Y,23 ft,93.0,6,1950,34.0633,-81.19,1989,-1,-1,-1
SC,S,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,Y,13 ft,108.0,15,1920,33.525,-80.935,-1,-1,-1,-1
SC,L,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,10 ft,181.0,32,1960,33.5217,-80.515,-1,-1,-1,-1
SC,S,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,Y,13 ft,182.0,25,1960,33.5333,-81.2367,-1,-1,-1,-1
SC,L,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,14 ft,87.0,12,1960,33.6367,-81.16,-1,-1,-1,-1
