state,downstream_hazard_potential,incident_type,incident_date,incident_driver,incident_mechanism_1,incident_mechanism_2,incident_mechanism_3,eap_enacted_y_n_due_to_incident,fatalities_number,number_of_people_evacuated,number_of_habitable_structures_evacuated,number_of_habitable_structures_flooded,other_infrastructure_impacts,economic_damages_in,response,volume_released_at_failure_ac_ft,owner_type,dam_type,primary_purpose_s,eap,dam_height,max_storage_ac_ft,surface_area_acres,year_completed,latitude,longitude,year_modified,incident_time,incident_duration,incident_report_produced
PA,L,Non-Failure,6/1/2013,Unknown,Overtopping,-1,-1,-1,0,0,-1,-1,-1,-1,FEDERAL DAM WITH NO STATE JURISDICTION.  OWNER NOTIFIED CAMPGROUND DOWNSTREAM.,-1,F,RECN,F,-1,5 ft,-1.0,0,-1,41.2406,-79.0454,-1,-1,-1,-1
SD,S,Non-Failure,4/4/2019,Hydrologic/Flooding,Spillway Chute Failure,-1,-1,No,0,0,0,0,-1,-1,"Increased monitoring of the spillway until water levels decreased, an in-depth spillway inspection and assessment was done Summer 2019, temporary repair was completed in Spring 2020, an updated breach analysis was done, and owner has  started planning on a full replacement.",-1,S,RE,R,N,32 ft,19000.0,850,1934,45.4417,-98.7317,2001,-1,-1,-1
NY,S,Non-Failure,8/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,Yes,-1,-1,-1,-1,-1,-1,-1,-1,F,CN,TSR,Y,22 ft,235.0,25,1845,41.2045,-74.0236,1982,-1,-1,-1
PA,H,Non-Failure,4/1/2013,Deterioration or Poor Condition,Spillway Chute Failure,-1,-1,No,0,0,-1,-1,-1,-1,LAKE DRAWN DOWN BY 2.5 FT & IN AUGUST CONCRETE REPLACED IN SPALLS.  TOTAL REHAB. IS PLANNED.,-1,S,RE,R,Y,27 ft,1793.0,117,1970,40.9117,-75.1697,-1,-1,-1,-1
CO,L,Failure,9/13/2013,Hydrologic/Flooding,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
NC,H,Failure,10/8/2016,Hydrologic/Flooding,Overtopping,-1,-1,No,0,-1,0,-1,-1,$1 million to $5 million,-1,-1,L,RE,R,Y,12 ft,24.0,0,-1,35.0544,-78.9222,2002,-1,1 day,-1
CA,H,Non-Failure,6/3/2019,Other,Other,-1,-1,Yes,0,0,0,0,-1,-1,Immediate response by dam owner and Division of Safety of Dams,-1,U,RE,CS,Y,96 ft,3600.0,113,1920,40.5003,-122.697,-1,-1,-1,Yes
GA,-1,Non-Failure,6/5/2013,Hydrologic/Flooding,Spillway Pipe Failure,Slope Stability,-1,No,-1,100,-1,0,Roads,-1,-1,13,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
NC,-1,Failure,1/1/2008,Hydrologic/Flooding,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
WI,H,Failure,8/28/2018,Hydrologic/Flooding,Abutment Failure,Erosion,-1,Yes,0,Unknown,Unknown,Unknown,"Roads, Bridges",-1,-1,-1,L,RE,CD,Y,35 ft,257.0,18,1956,43.7122,-90.7524,-1,-1,1 day,Yes
CA,H,Non-Failure,3/22/2018,Other,Insufficient Spillway Capacity,Reservoir Overfilling,Spillway Erosion/Head Cutting,Yes,0,20,1,1,Water/sewer lines,$25 million to $50 million,"Immediate response by dam owner, Division of Safety of Dams, and first responders.",-1,L,RE,HOS,Y,60 ft,554.0,29,1930,37.8123,-120.306,-1,-1,2 days,Yes
CO,L,Failure,8/8/2013,Seepage/Internal Erosion,Piping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,RE,IP,NR,39 ft,29943.0,420,1921,37.3283,-104.389,-1,-1,-1,-1
MO,L,Non-Failure,3/15/2016,Structural Stability,Sliding,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,S,NR,26 ft,125.0,9,1970,37.7258,-91.2425,-1,-1,-1,-1
NY,S,Non-Failure,8/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,L,OTRE,R,Y,14 ft,68.0,13,1936,41.3242,-74.1869,-1,-1,-1,-1
WI,L,Non-Failure,10/13/2021,Structural Stability,Erosion,Foundation Deficiency,Settlement,No,-1,0,0,0,-1,-1,Owner reduced flow through gates; DNR issued order for repair.,-1,S,OTPG,O,Y,13 ft,19000.0,2210,1922,43.7857,-89.3287,-1,-1,1 day,Yes
CO,H,Non-Failure,6/5/2013,Seepage/Internal Erosion,Excessive/Increased Seepage,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,ER,S,Y,112 ft,6100.0,95,1956,39.3533,-106.074,-1,-1,-1,-1
PA,H,Non-Failure,7/22/2018,Hydrologic/Flooding,Overtopping,Excessive/Increased Seepage,-1,Yes,0,2,0,0,Roads,-1,EAP ACTIVATED AND COMPLETE DRAWDOWN REQUIRED.,-1,P,CNRE,R,Y,12 ft,54.0,14,-1,40.7186,-76.38,-1,-1,5 DAYS,-1
SC,H,Non-Failure,6/1/2018,Deterioration or Poor Condition,Spillway Erosion/Head Cutting,-1,-1,No,0,0,0,0,-1,-1,"The State issued an Emergency Order to require the dam owner immediately lower water level under direction of a licensed Professional Engineer, submit a detailed investigation by a licensed Professional Engineer, and submit a Plan of Action for the repair",-1,P,RE,PR,Y,22 ft,74.0,7,1969,34.9828,-82.2257,-1,-1,-1,-1
TX,L,Non-Failure,12/27/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,NR,21 ft,58.0,0,1969,32.1634,-95.7848,-1,-1,-1,-1
NC,-1,Failure,1/1/2008,Seepage/Internal Erosion,Piping,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
NC,-1,Failure,1/1/2008,Seepage/Internal Erosion,Piping,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
PA,L,Non-Failure,6/26/2006,Hydrologic/Flooding,Overtopping,-1,-1,-1,0,0,-1,-1,-1,-1,EMERGENCY PERMIT ISSUED TO BREACH UNTIL OWNER DECIDES FUTURE OF DAM.,-1,P,RE,R,-1,15 ft,-1.0,0,1969,41.5531,-75.4649,-1,-1,3 DAYS,-1
NE,L,Failure,6/12/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,0,-1,0,Roads,-1,-1,341,-1,RE,O,-1,20 ft,-1.0,0,1960,0.0,0.0,-1,-1,-1,-1
NC,S,Non-Failure,6/7/2013,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,0,-1,0,-1,-1,-1,0,P,RE,P,N,12 ft,153.0,0,-1,35.379,-79.132,-1,-1,-1,-1
MD,H,Non-Failure,8/12/2017,Hydrologic/Flooding,Insufficient Spillway Capacity,Erosion,-1,Yes,-1,-1,-1,-1,-1,-1,Pool level subsided,-1,L,RE,RI,Y,12 ft,191.0,11,1947,38.326,-75.6024,2018,-1,-1,-1
MD,H,Non-Failure,10/1/2018,Hydrologic/Flooding,Overtopping,Debris Clogging,-1,No,-1,-1,-1,-1,Roads,-1,-1,-1,L,RE,RI,Y,12 ft,191.0,11,1947,38.326,-75.6024,2018,-1,1 year,No
TX,S,Non-Failure,5/30/2016,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,N,26 ft,342.0,39,1942,29.7839,-99.0648,1990,-1,-1,-1
TX,H,Non-Failure,2/23/2000,Unknown,Spillway Deficiency,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,SR,Y,67 ft,5700.0,146,1939,32.2436,-101.311,-1,-1,-1,-1
PA,H,Non-Failure,7/11/2012,Structural Stability,Cracking,-1,-1,Yes,0,0,-1,-1,-1,-1,CONTRACTOR COMPLETED INSTALLING SHEET PILING TO ISOLATE CRACK.  PLAN TO MONITOR BY CONSULTANT.,0,L,MSRE,S,Y,39 ft,852.0,48,1879,40.7703,-76.2311,2013,5:00:00 PM,-1,-1
TX,H,Non-Failure,5/30/2015,Hydrologic/Flooding,Sliding,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,O,Y,47 ft,64372.0,2880,1936,32.7326,-96.9437,1999,-1,-1,-1
TX,H,Non-Failure,5/27/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,CR,N,43 ft,6457.0,90,1956,32.498,-97.0421,-1,-1,-1,-1
TX,H,Non-Failure,2/22/2018,Unknown,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,IR,Y,18 ft,150.0,15,1960,32.4897,-97.3652,1980,-1,-1,-1
NY,L,Failure,8/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,R,N,16 ft,66.0,11,1973,41.6969,-74.5181,-1,-1,-1,-1
MS,L,Failure,6/25/2021,Deterioration or Poor Condition,Vegetation,Animal Activity,Foundation Deficiency,N,0,0,0,0,0,0,-1,160,P,RE,R,NR,11 ft,225.0,31,-1,30.7187,-89.5491,-1,Night,-1,Y
MS,U,Non-Failure,4/16/2021,Hydrologic/Flooding,-1,-1,-1,N,0,0,0,0,0,0,Directed owner to clear and widen aux. spillway.,0,P,RE,R,NR,10 ft,79.0,12,-1,30.6417,-89.7075,-1,-1,-1,N
MS,U,Non-Failure,2/11/2020,Hydrologic/Flooding,Overtopping,-1,-1,N,0,0,0,0,0,0,-1,-1,P,RE,R,NR,9 ft,62.0,10,-1,32.8335,-90.3566,-1,-1,-1,N
MS,L,Non-Failure,4/6/2021,Hydrologic/Flooding,-1,-1,-1,N,0,0,0,0,0,0,Owner directed to take actions to lower water level in dam to dry spillway so a contractor can backfill and repair.,-1,P,RE,R,NR,18 ft,235.0,19,-1,34.5871,-89.3807,-1,-1,-1,Y
MS,U,Failure,4/12/2020,Hydrologic/Flooding,Overtopping,Foundation Deficiency,-1,N,0,0,0,0,0,0,-1,131,P,RE,R,NR,29 ft,131.0,7,-1,32.8735,-89.4027,-1,-1,1 day,N
KY,S,Non-Failure,6/1/2022,Structural Stability,Slope Stability,-1,-1,No,-1,0,0,0,-1,-1,-1,-1,L,RE,S,NR,61 ft,5265.0,172,1960,38.0199,-83.8469,-1,-1,-1,No
NC,H,Failure,10/8/2016,Hydrologic/Flooding,Overtopping,-1,-1,No,0,-1,0,-1,-1,$1 million to $5 million,-1,-1,P,RE,R,N,14 ft,4056.0,0,-1,34.853,-78.876,-1,-1,1 day,-1
MA,-1,Failure,01/01/1886,Seepage/Internal Erosion,Piping,-1,-1,No,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
DE,-1,Non-Failure,8/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
WI,L,Non-Failure,5/28/2015,Seepage/Internal Erosion,Sinkhole,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,S,RE,F,N,9 ft,1250.0,300,1971,43.7582,-88.176,-1,-1,-1,-1
NJ,S,Non-Failure,8/27/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,0,-1,-1,Roads,-1,-1,0,S,PGRE,R,N,19 ft,-1.0,10,1922,39.7346,-75.2213,-1,-1,-1,-1
MS,L,Non-Failure,1/28/2020,Deterioration or Poor Condition,Sinkhole,-1,-1,N,0,0,0,0,0,0,EMA agreed to contact landowner regarding necessary repairs.,-1,P,RE,R,No,-1,-1.0,3,-1,32.3661,-88.77,-1,-1,-1,N
SC,S,Failure,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,N,16 ft,1310.0,148,1930,33.985,-80.7083,-1,-1,-1,-1
OH,S,Non-Failure,2/23/2012,Deterioration or Poor Condition,Other,-1,-1,Yes,-1,0,-1,0,-1,none,-1,0,S,OTOT,R,Y,15 ft,2999.0,442,1841,39.64,-81.85,-1,12:00 AM,-1,-1
OH,S,Non-Failure,4/1/2015,Deterioration or Poor Condition,Erosion,-1,-1,No,0,0,0,0,-1,-1,-1,-1,S,OT,O,Y,15 ft,2999.0,442,1841,39.6439,-81.8503,-1,-1,1 week,No
CO,-1,Failure,1/1/1978,Seepage/Internal Erosion,Piping,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
TX,L,Non-Failure,4/25/1990,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,NR,33 ft,595.0,41,1947,32.123,-98.6038,1991,-1,-1,-1
TX,S,Non-Failure,7/18/2007,Unknown,Spillway Deficiency,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,Y,19 ft,293.0,18,1963,30.2923,-95.7233,2010,-1,-1,-1
PA,H,Non-Failure,2/23/2012,Seepage/Internal Erosion,Settlement,-1,-1,No,0,0,-1,-1,-1,-1,"FURTHER DRAWDOWN WAS INITIATED, SITE WAS MONITORED, AND DEPRESSION INVESTIGATED BY EXCAVATION.",-1,U,MSREST,HS,Y,101 ft,5034.0,116,1903,41.3264,-75.6536,2012,-1,-1,-1
WI,H,Failure,10/21/2022,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,Yes,0,0,0,0,-1,"$1 to $100,000",-1,-1,P,PGRE,O,Y,15 ft,440.0,55,1914,44.1758,-87.6507,-1,-1,-1,-1
OK,S,Non-Failure,6/1/2022,Hydrologic/Flooding,Insufficient Spillway Capacity,Overtopping,-1,No,0,0,0,0,Water/sewer lines,Unknown,"City found damage weeks later, a pilot channel was dug in aux spillway to lower reservoir",-1,L,RE,S,NR,43 ft,1424.0,54,1965,35.742,-96.0256,-1,-1,-1,Investigation
NJ,S,Non-Failure,8/5/2014,Hydrologic/Flooding,Erosion,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,P,PGRE,R,Y,40 ft,166.0,15,1967,40.5893,-74.9022,-1,-1,-1,-1
NJ,L,Failure,10/2/2023,Hydrologic/Flooding,Overtopping,-1,-1,No,0,0,0,0,-1,-1,-1,-1,P,RE,I,NR,7 ft,-1.0,0,0,40.1758,-75.5676,-1,-1,-1,-1
NJ,L,Failure,8/27/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,0,-1,-1,-1,-1,-1,70,L,PGRE,R,NR,15 ft,98.0,10,1970,40.0566,-74.5475,-1,-1,-1,-1
SD,L,Failure,9/11/2019,Hydrologic/Flooding,Unknown,-1,-1,No,0,unknown,unknown,unknown,-1,-1,"State dam safety staff did a site visit on Sept. 17, 2019 and notified dam owner of the observed damage. Site condition limited access to damaged areas of the dam at the time of visit.",-1,S,RE,R,NR,18 ft,177.0,14,1965,43.6217,-98.355,-1,-1,-1,-1
OH,L,Non-Failure,5/23/2022,Deterioration or Poor Condition,Spillway Riser Failure,Sinkhole,-1,No,-1,0,0,0,-1,-1,-1,-1,P,RE,R,N,19 ft,83.1,4,1997,39.2917,-84.3036,-1,-1,1 day,Yes
NH,S,Non-Failure,12/5/2022,Deterioration or Poor Condition,Under Investigation,Excessive/Increased Seepage,-1,No,-1,Unknown,Unknown,Unknown,-1,Unknown,Unknown,-1,L,RE,S,Y,24 ft,335.0,22,1933,42.8422,-71.7711,-1,-1,-1,No
NC,-1,Failure,2/22/1976,Unknown,Unknown,-1,-1,No,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
SD,L,Non-Failure,5/23/2019,Hydrologic/Flooding,Spillway Pipe Failure,-1,-1,No,0,unknown,unknown,unknown,Other,-1,As conditions allow owner is maintaining a lowered reservoir level to reduce flow through the primary spillway to prevent further damage.,-1,S,RE,CPR,NR,28 ft,2550.0,158,1958,44.835,-103.385,1998,-1,-1,-1
ID,L,Failure,8/4/2017,Hydrologic/Flooding,Overtopping,Erosion,-1,-1,0,Unknown,Unknown,Unknown,Roads,Unknown,-1,-1,-1,RE,-1,-1,0 ft,0.0,0,0,0.0,0.0,-1,-1,-1,Yes
MI,-1,Failure,1/1/2008,Hydrologic/Flooding,Unknown,-1,-1,Yes,-1,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
VT,L,Failure,12/23/2022,Seepage/Internal Erosion,Excessive/Increased Seepage,-1,-1,No,0,0,0,0,Other,"$1 to $100,000","State DSP required an engineered breach be constructed through the embankment and armored until appropriate engineering investigations, design, and permitting could be completed prior to repair construction.",6.9,P,RE,R,NR,41 ft,6.9,1,2022,44.5248,-72.7329,-1,-1,-1,No
TX,L,Non-Failure,3/29/1989,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,NR,23 ft,837.0,135,1940,32.2498,-94.6545,-1,-1,-1,-1
NJ,L,Failure,12/17/2023,Hydrologic/Flooding,Overtopping,-1,-1,No,0,0,0,0,-1,-1,-1,-1,S,RE,R,NR,13 ft,-1.0,0,0,39.6771,-75.2961,-1,-1,-1,-1
PA,L,Failure,7/6/1952,Hydrologic/Flooding,Spillway Chute Failure,-1,-1,No,0,0,0,0,-1,-1,A CAMPGROUND ORGANIZATION REBUILT THE DAM IN 1953 WITH A 72' WIDE CONCRETE SPILLWAY.,-1,P,RE,O,NR,8 ft,334.0,0,-1,41.1772,-75.4131,-1,-1,-1,-1
PA,L,Failure,8/20/1955,Hydrologic/Flooding,Unknown,-1,-1,No,0,0,0,0,-1,-1,NO FUNDING WAS OBTAINED TO REBUILD THE DAM AS OF 1977.  RESIDENTS COMPLAINED TO THE STATE.,-1,P,RE,O,NR,8 ft,334.0,0,-1,41.1772,-75.4131,-1,2:00:00 AM,-1,-1
IA,-1,Failure,1/1/2008,Seepage/Internal Erosion,Piping,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
NY,H,Non-Failure,8/28/2011,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,-1,-1,-1,-1,-1,-1,-1,-1,L,CB,HSRFP,Y,39 ft,5000.0,430,1916,42.7113,-73.9607,-1,-1,-1,-1
OH,H,Non-Failure,12/1/2018,Deterioration or Poor Condition,Gate/Valve Failure,-1,-1,No,0,0,0,0,-1,-1,ODSP staff made a site visit to inspect the rest of the structure. Dam currently under design.,-1,S,RE,R,Y,13 ft,1111.0,166,1840,41.0056,-81.5508,-1,-1,1 day,No
WA,-1,Failure,12/1/1967,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40 ft,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
CO,S,Non-Failure,11/11/2012,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,S,Y,35 ft,147.0,9,1981,39.8979,-105.013,-1,-1,-1,-1
NY,H,Non-Failure,9/6/2018,Deterioration or Poor Condition,Cracking,Excessive/Increased Seepage,-1,No,0,0,0,0,-1,-1,-1,-1,P,CNERPG,H,Y,24 ft,1736.0,350,1928,44.7433,-75.0054,-1,-1,9 months,Yes
OH,L,Non-Failure,4/22/2022,Deterioration or Poor Condition,Spillway Pipe Failure,Sinkhole,Erosion,No,-1,0,0,0,-1,-1,No EAP but local officials were notified. The dam owner was very cooperative. They were able to get a contractor on site relatively quickly and agreed with our plan of action. The County SWCD office keeped us up-to-date with the progess after the initial emergency was over.,-1,P,RE,R,N,24 ft,168.0,20,1968,41.6575,-80.7983,-1,-1,2 weeks,Yes
MI,L,Failure,9/7/2014,Seepage/Internal Erosion,Piping,-1,-1,-1,-1,0,-1,0,-1,none,-1,-1,S,PGRE,R,NR,10 ft,1250.0,138,1954,45.7117,-84.9067,-1,-1,-1,-1
TX,S,Non-Failure,8/29/2017,Seepage/Internal Erosion,Piping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,N,30 ft,192.0,11,1974,30.776,-96.4889,-1,-1,-1,-1
PA,-1,Failure,7/5/1903,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
OH,S,Non-Failure,2/28/2011,Deterioration or Poor Condition,High Reservoir Level,-1,-1,No,-1,0,-1,-1,-1,-1,-1,-1,-1,RE,T,N,59 ft,818.0,27,1962,39.91,-81.72,-1,-1,-1,-1
OH,L,Non-Failure,1/28/2019,Structural Stability,Abutment Failure,Landslide,-1,No,0,-1,-1,-1,-1,-1,-1,-1,P,RE,T,Y,30 ft,72.3,5,1968,39.7167,-81.7725,-1,-1,-1,No
SD,S,Failure,4/1/2019,Unknown,Unknown,-1,-1,No,0,-1,-1,-1,-1,Unknown,report of dam failure was verified,-1,P,RE,PRS,NR,22 ft,3150.0,128,1938,44.6433,-100.427,-1,-1,-1,No
MS,H,Non-Failure,1/14/2020,Hydrologic/Flooding,Sliding,-1,-1,-1,-1,-1,-1,-1,-1,-1,County elected to lower lake level to reduce risk presented by structure until repairs can be completed.,-1,L,RE,C,Y,43 ft,10430.0,479,1965,33.507,-88.932,2003,-1,-1,Yes
MS,H,Non-Failure,3/12/2015,Deterioration or Poor Condition,Unknown,-1,-1,-1,0,-1,1,0,NONE,-1,-1,20,L,RE,C,Y,43 ft,10430.0,479,1965,33.505,-88.9317,2003,-1,-1,-1
TX,S,Failure,3/12/2009,Deterioration or Poor Condition,Animal Activity,-1,-1,No,-1,0,-1,0,Roads,-1,-1,-1,P,RE,R,N,14 ft,92.0,25,1956,32.6857,-95.8896,-1,-1,-1,-1
TX,L,Non-Failure,6/17/1981,Unknown,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,CN,IS,NR,15 ft,108.0,18,1963,31.795,-97.5765,-1,-1,-1,-1
ND,H,Non-Failure,5/21/2013,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,-1,0,-1,0,-1,-1,-1,-1,L,RE,C,Y,74 ft,1077.0,7,1957,48.7304,-97.9466,1985,-1,-1,-1
NJ,H,Non-Failure,4/17/2011,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,-1,0,-1,-1,-1,-1,-1,-1,P,PGRE,S,Y,25 ft,-1.0,796,1922,40.9562,-74.0291,-1,12:00 AM,-1,-1
WI,L,Failure,7/28/2020,Hydrologic/Flooding,Overtopping,Erosion,-1,No,0,0,0,0,-1,"$1 to $100,000",-1,125,P,PGRE,R,Y,12 ft,125.0,24,1901,45.2569,-89.2486,1950,-1,1 day,Yes
CA,H,Non-Failure,2/7/2017,Deterioration or Poor Condition,Erosion,-1,-1,Yes,-1,188000,Unknown,-1,-1,Unknown,-1,-1,S,ERRE,CHIRS,Y,770 ft,3540000.0,15800,1968,39.5388,-121.485,-1,-1,"2 days - Evacation order initiated February 12, 2017 and the order lifted February 14, 2017",Yes
OH,S,Non-Failure,3/5/2011,Deterioration or Poor Condition,Erosion,-1,-1,Yes,-1,4,-1,-1,-1,-1,-1,-1,PP,RE,R,Y,28 ft,146.0,11,1955,41.06,-81.77,-1,-1,-1,-1
KY,H,Non-Failure,3/1/2018,Structural Stability,Slope Stability,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,P,RE,R,Y,28 ft,695.0,26,1959,37.4066,-87.518,-1,-1,-1,Yes
WI,L,Failure,4/1/2019,Seepage/Internal Erosion,Excessive/Increased Seepage,Piping,-1,Yes,0,0,0,0,-1,-1,Owners activitated EAP and closely monitored the site.  Barricaded and signed to prevent entry to public.,-1,S,RE,R,Y,8 ft,100.0,28,-1,45.1701,-89.4056,-1,-1,10 days,No
WI,-1,Failure,4/6/2022,Seepage/Internal Erosion,Piping,-1,-1,Yes,0,0,0,0,-1,"$1 to $100,000",-1,-1,-1,-1,-1,-1,0 ft,0.0,0,0,0.0,0.0,-1,-1,-1,-1
WI,-1,Failure,4/19/2023,Seepage/Internal Erosion,Piping,-1,-1,Yes,0,0,0,0,-1,"$1 to $100,000",-1,-1,-1,-1,-1,-1,0 ft,0.0,0,0,0.0,0.0,-1,-1,-1,-1
WI,-1,Failure,6/27/2023,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0 ft,0.0,0,0,0.0,0.0,-1,-1,-1,-1
NC,H,Non-Failure,5/5/2013,Malfunction of Equipment/Gate,Gate/Valve Failure,-1,-1,No,-1,0,-1,-1,-1,-1,-1,-1,P,PGCNRE,H,Y,122 ft,127500.0,4110,1928,35.8214,-81.1922,-1,-1,-1,-1
KY,S,Non-Failure,3/2/2021,Hydrologic/Flooding,Excessive/Increased Seepage,Slope Stability,-1,No,-1,Unknown,Unknown,Unknown,-1,-1,-1,-1,S,ER,R,Y,46 ft,6200.0,98,1961,37.5584,-83.3696,-1,-1,-1,Yes
WI,S,Failure,6/17/2018,Hydrologic/Flooding,Debris Clogging,Erosion,Overtopping,-1,0,-1,-1,-1,-1,-1,-1,-1,L,PGRE,R,Y,20 ft,340.0,27,1931,46.5356,-92.1208,-1,-1,-1,Unknown
OH,L,Non-Failure,10/25/2018,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,No,0,0,0,0,-1,-1,ODSP staff informed owner. The dam is being monitored and currently under design.,-1,S,RE,R,Y,34 ft,215.1,5,1967,40.2289,-81.9467,-1,-1,-1,No
PA,H,Non-Failure,5/30/2007,Seepage/Internal Erosion,Sinkhole,-1,-1,No,0,0,0,0,NONE,-1,"FOLLOW-UP INSPECTION FOUND NO SEEPAGE, SINKHOLE WAS FILLED & MONITORED.  NO FURTHER PROBLEM.",-1,S,CNMSRE,R,Y,7 ft,2067.0,420,1906,41.2808,-75.0869,2001,-1,-1,Yes
TX,S,Failure,9/15/2009,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,-1,N,20 ft,96.0,12,1997,32.9279,-95.2115,-1,-1,-1,-1
VA,H,Non-Failure,8/23/2011,Seismic,Other,-1,-1,Yes,-1,0,-1,0,-1,-1,-1,0,L,PG,RS,Y,87 ft,4300.0,125,1964,37.67,-79.2767,-1,12:00 AM,-1,-1
SC,L,Failure,10/8/2016,Hydrologic/Flooding,Unknown,-1,-1,Yes,0,0,0,0,-1,-1,-1,-1,S,RE,R,N,10 ft,233.0,53,1930,34.3283,-79.2617,-1,-1,1 Day,No
MS,L,Non-Failure,6/10/2021,Deterioration or Poor Condition,-1,-1,-1,N,0,0,0,0,0,0,Notified drainage district and NRCS of erosion to repair.,1900,L,RE,C,N,42 ft,2052.0,116,1964,33.4602,-89.9398,-1,9:30 PM,-1,N
GA,H,Non-Failure,12/29/2018,Hydrologic/Flooding,Debris Clogging,Insufficient Spillway Capacity,Spillway Pipe Failure,No,-1,Unknown,Unknown,Unknown,-1,Unknown,Program required lake lowered 4' below NP and affected area taped off. Diesel pumps were employed.,-1,P,RE,R,NR,15 ft,140.0,13,1991,33.4821,-84.5683,-1,-1,-1,Yes
