dam_name,incident_id,incident_description,named_hydrologic_event,additional_remarks_or_updates,nid_number,river_name,regulatory_agency_ies,information_sources,attachments
MENNO DAM,SD00026-3409,Secondary spillway experienced significant heading cutting when it operated during both April and August of 2019. Erosion related to livestock grazing on the spillway likely contributed to the development of the issue.,-1,-1,SD00026,JAMES RIVER TRIBUTARY,DENR,SD Dam Safety,-1
MERRIEWOLD LAKE DAM,NY00572-1303,High water from Hurricane Irene,Irene,-1,NY00572,SATTERLY CREEK,NYS DEC,-1,-1
MIDDLE GREENWICH DAM,NY01070-1326,EAP has been activated due to high flows.  There is water flowing though some cracks on the dam.  Region 5 (RG) inspected dam on 8/30 and observed concrete wall has shifted.  Hurricane Irene,Irene,-1,NY01070,BATTEN KILL,NYS DEC,-1,-1
MIDDLEBROOK DEVELOP. LAKE DAM,MO30163-2856,principal spillway pipe partially failed (CMP 20 approximately 20 yrs old),-1,-1,MO30163,TR-EAST FORK BLACK RIVER,DAM AND RESERVOIR SAFETY PROG,-1,-1
MIKE HORSE,MT00000-130,-1,-1,1975 flood washed thousands of tons of mine tailings downstream & killed most of the aquatic life in the upper 10 miles of the Blackfoot River,MT00000,-1,-1,-1,-1
MIKE WILLIAMS DAM,MS00000-1444,OVERTOPPING-AS REPORTED BY OWNER WHO WAS ONSITE AT THE TIME OF FAILURE.,-1,TWO PAVED ROADS WASHED OUT,MS00000,UNNAMED TRIBUTARY,MS DEQ,-1,-1
MILL,PA00711-3215,EAP EVACUATIONS DUE TO OVERTOPPING INUNDATION.  AT THE TIME IT WAS UNCERTAIN WHETHER DAM HAD FAILED.,TS Lee,DAM HAS BEEN DRAWN DOWN SINCE 1986,PA00711,HOSPITAL CREEK,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,PA Dam Safety,-1
MILL CREEK DAM,MD00214-3092,Breached during rain event,-1,-1,MD00214,MILL CREEK,MD DAM SAFETY,MDE Dam Safety Program,-1
MILL POND DAM,MD00572-3077,4.5 inches of rain in three hours caused failure of dam (unknown if overtopping or piping). Dam had previsouly failed and been repaired without proper engineering or permits.,-1,-1,MD00572,-1,MD DAM SAFETY,MDE Dam Safety Program,-1
MILL RIVER,MA00000-100,-1,-1,Faulty Construction  Fatalities: 139 - including 43 children under age of 10,MA00000,MILL RIVER ON THE CONNECTICUT RIVER,-1,-1,-1
MILLET SWALE,AZ00059-3492,"Heavy, localized monsoon activity resulted in rapid inflow to the reservoir.  Continuous leak erosion/piping possbly along a defect in the embankment such as a crack or animal burrow.  No corrective actions were taken at the dam when the leak was first detected.  The gate was not completely open and is believed to have malfunctioned.  A leak was observed from the lower portion of the downstream slope which eventually developed into a full breach, approximately 50-60 feet wide.",-1,"Site visit on July 26, 2021 with representatives from state agency, the owner, and Navajo County Flood Control.  A plan of action was developed where it was agreed the next steps would be to stabilize the breach with riprap and install ALERT gages both at the breach and upstream.",AZ00059,MILLET SWALE,ADWR,ADWR,-1
MILLION RESERVOIR,CO00776-3448,USFS Initiated level 2 EAP based on reports of seepage and overtopping.  State of CO Engineers mobilized to site and found non-emergency situation.,-1,-1,CO00776,DITCH FROM MILL CREEK,DWR,CO DWR,-1
MILLSTONE,PA00000-3228,"CONCRETE SLAB AT THE BASE OF DAM HAS MOVED 1 TO 2 FT, COMPROMISING THE DAMS STABILITY",-1,NO PA DAM SAFETY INSPECTIONS SINCE 1993.  UNKNOWN IF REPAIRS WERE MADE.,PA00000,EAST BRANCH MILLSTONE CREEK,PADEP,PA Dam Safety,-1
MINA,SD00016-3407,During heavy spring runoff the lower portions of several slab panels along the toe of the primary concrete spillway where displaced and washed downstream.,-1,-1,SD00016,SNAKE CREEK,DENR,SD Dam Safety,-1
MINE LAKE DAM,NY00767-1306,"dam had overtopped 6-12"", erosion but structurally sound. Hurricane Irene",Irene,-1,NY00767,BROOKS HOLLOW CREEK,NYS DEC,-1,-1
MINSI LAKE,PA00788-3193,A LARGE SPALL CAME OFF THE SPILLWAY FLOOR SLAB.,-1,PERMIT FOR SPILLWAY REPLACEMENT & DAM REPAIRS ISSUED IN OCT. 2017.  CONSTRUCTION PENDING IN 2018.,PA00788,EAST BRANCH MARTINS CREEK,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,PA Dam Safety,-1
MIRROR DAM,CO00000-2131,Colorado Flooding of 9-13,-1,-1,CO00000,-1,-1,-1,-1
MIRROR LAKE DAM,NC02151-2971,"dam overtopped and partially breached.  Mirror Lake Drive severely damaged, downstream face of dam completely damamaged",Matthew,-1,NC02151,HYBART'S BRANCH,NCDENR,NCDEQ,-1
MISSELBECK,CA01027-3256,Sediment build up in the reservoir has likely caused the entrance of the outlet works to become plugged. A combined release of ~1 cfs from both pipes while all four valves were fully open was observed during inspections.,-1,-1,CA01027,NFK COTTONWOOD CR,"DWR, SAFETY OF DAMS",CA DSOD,-1
MISSION - SANDY SPRINGS LAKE DAM,GA00000-1660,Occurred during a heavy rainfall event but included pipe failure and slope instability - see the attached report for more detail.,-1,The dam is exempt from GA Safety Dams regulation.  It is located in Fulton Co. but otherwise minimal information on the dam.,GA00000,-1,-1,-1,Y
MITCH-001,NC00000-175,-1,-1,-1,NC00000,-1,-1,-1,-1
MLSNA,WI00403-3332,High flows resulted in breach and failure of auxiliary spillway and abutment,-1,"Significant town road, culvert, and bridge damages.  Major streambank, pasture and ag field damages, personal driveways, culverts and fencing. Didn't activate EAP because failure occurred quickly overnight. People were evacuated, numbers unknown.  Assuming some wet basements.",WI00403,TR KNAPP CREEK,WIDNR,WI DNR,-1
MOCCASIN LOWER,CA00122-3257,Blockage of Moccasin Creek Bypass Tunnel caused sudden rise of the reservoir above core wall to nearly the dam crest because of insufficient spillway capacity. More in Remarks.,-1,Fish Hachery immediately downstream was evacuated - likely less than 20 people,CA00122,MOCCASIN CREEK,"DWR, SAFETY OF DAMS",CA DSOD,-1
MODEL,CO00542-2091,"Embankment failure due to erosion piping.  An 8-ft-square erosion pipe formed in the embankment, draining the reservoir but not fully breaching the dam.",-1,The failure went unnoticed due to it's remote location and other incidents happening at about the same time.  The date of the actual failure is estimated.,CO00542,BLACK HILLS ARROYO-TR,DWR,-1,-1
MONONAME 352,MO30528-2855,land slide on downstream face of dam reported,-1,-1,MO30528,TR JAMES BRANCH,NONE,MO DNR,-1
MONROE RECREATION LAKE DAM,NY00036-1300,"overtopped, downstream face missing some stones Hurricane Irene",Irene,-1,NY00036,RAMAPO RIVER,NYS DEC,-1,-1
MONTELLO,WI01015-3503,Training wall downstream of gates consisting of dry-laid stone blocks exhibiting settlement.,-1,-1,WI01015,FOX,WIDNR,WIDNR,-1
MONTGOMERY,CO00372-2092,"New seepage (near 1 cfs) at toe of rockfill dam.  Increased monitoring, performed failure modes analysis.  It was hypothesized that it was melting ice from within the rockfill of this high altitude dam after an abnormally wet and cold spring.",-1,-1,CO00372,MIDDLE FORK S. PLATTE,DWR,-1,-1
MOON LAKE,PA01781-3222,"EXTREME RAINFALL OVERTOPPED DAM, DAMAGED DOWNSTREAM SLOPE, AND RESULTED IN SEEPAGE BOILS.",-1,REHAB  PROJECT APPROVED IN 2012 NOT COMPLETED WITH THERE WERE CONSTRUCTION DEFICIENCIES.,PA01781,DEEP CREEK,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,PA Dam Safety,-1
MOON LAKE DAM,SC01800-3131,A late spring storm apparently caused severe head cut erosion at the downstream end of the auxiliary spillway.  Spillway erosion occurred sometime in the Spring of 2018 - exact date is unknown.  County imagery shows the headcuting just starting around 3/8/2018 and Google Earth imagery shows highly progressed headcutting by 6/3/2018.   The Department became aware of headcutting in late June 2018 when very little dam crest remained to prevent a breach.,-1,-1,SC01800,TR-SOUTH TYGER RIVER,SC DHEC,SC Dam Safety,-1
MOONSHINE CREEK DAM NO 2,TX04344 -2915,SEVERE SPILLWAY DAMAGE,-1,-1,TX04344,TR-COON CREEK,TCEQ,-1,-1
MOORE-029,NC00000-171,-1,-1,"MOORE-029 Built without permit, piping upon first filling",NC00000,-1,-1,-1,-1
MOORE-030,NC00000-172,-1,-1,"MOORE-030  Built without permit, piping upon first filling",NC00000,-1,-1,-1,-1
MORELLI,PA00000-3238,DAM OVERTOPPED AND THERE WAS MAJOR DAMAGE.,-1,IN 2007 OWNER OBTAINED PERMIT TO REPAIR THE DAM AND ALSO COMPLETED THE WORK IN 2007.,PA00000,TR SUSQUEHANNA RIVER,PADEP,PA Dam Safety,-1
MORGAN DAM,NE00000-1230,overtopped and breached,-1,The failure of this dam helped cause the downstream Gracie Creek Road Dam to overtop and fail.  The two-lane state highway which washed out ran along the top of the Gracie Creek Road Dam.  This dam was removed from the dam inventory after it breached in 1999.  It was rebuilt without the knowledge of the NE DNR. A downstream two-lane state highway was washed away.,NE00000,GRACIE CREEK,NE DNR,-1,-1
MORRIS DAM,NC00021-1683,Dam overtopped during passage of TD Andrea,-1,An auxilary relief channel had to be excavated through an abutment.  Threatened Swanns Station Road downstream from Dam,NC00021,JUNIPER CREEK,-1,-1,-1
MORRIS MILL POND (SOUTH DIVISION STREET),MD0019-3161,"Heavy rain, DS embankment erosion",-1,-1,MD00199,SLAB BRIDGE CREEK,MD DAM SAFETY,MD Dam Safety,-1
MORRIS MILL POND (SOUTH DIVISION STREET),MD00131-3284,-1,Hurricane Michael,-1,MD00131,SLAB BRIDGE CREEK,MD DAM SAFETY,MD DAM SAFETY,-1
MOSHER BIG LAKE DAM,TX02913-2903,"OVERTOPPED, DID NOT BREACH EXTENSIVE SLOPE DAMAGE",-1,-1,TX02913,TR-BANDERA CREEK,TCEQ,-1,-1
MOSS CREEK LAKE DAM,TX03798-2737,SPWY FAILURE,-1,-1,TX03798,MOSS CREEK TRIBUTARY TO BEALS CREEK,TCEQ,TX DEQ,-1
MOUNT LAUREL (MUD RUN),PA00690-3198,"DURING REHAB, A 100' CRACK DEVELOPED ON THE CREST EXTENDING FROM SPILLWAY TO CENTER OF DAM.",-1,CONTRACTOR WAS WORKING IN THIS AREA INSTALLING SHEET PILING.  EAP EARLY WARNING,PA00690,MUD RUN,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,PA Dam Safety,-1
MOUNTAIN CREEK DAM,TX00827-2687,SLIDES,-1,-1,TX00827,MOUNTAIN CREEK,TCEQ,TX DEQ,-1
MOUNTAIN CREEK WS SCS SITE 10 DAM,TX01309-2706,"OVERTOPPING, DID NOT BREACH, CONSTRUCTION COFFERDAM",-1,-1,TX01309,NEWTON BRANCH,TCEQ,TX DEQ,-1
MOUNTAIN VALLEY DAM NO 1,TX04797-3140,SPILLWAY FAILURE,-1,-1,TX04797,VILLAGE CREEK,TCEQ,TX CEQ,-1
MOUNTAINDALE RECREATION LAKE DAM,NY00982-1285,Dam overtopped and breached Hurricane Irene.,Irene,-1,NY00982,BRADEN BROOK,NYS DEC,-1,-1
MS04059 LAKE DAM,MS04059-3476,"The dam failed in the center, near the high point of the dam.  Unable to identify specific failure mode.",-1,-1,MS04059,-1,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,MDEQ Dam Safety,-1
MS04127 LAKE DAM,MS04127-3477,"Undersized Aux clogged with vegetation, lead to overtopping.  Flow caused headcut below outfall.",-1,-1,MS04127,-1,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,MDEQ Dam Safety,-1
MS04462 LAKE DAM,MS04462-3478,Blockage of primary caused dam to overtop; substantially scoured and eroded backslope of dam.,-1,-1,MS04462,-1,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,MDEQ Dam Safety,-1
MS05688 LAKE DAM,MS05688-3481,Headcutting at the auxilary spillway approx. 30 feet from the dam. The headcut is approx. 15 feet deep.,-1,-1,MS05688,-1,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,MDEQ Dam Safety,-1
MS06876 LAKE DAM,MS06876-3482,Overtopping during rainfall event (8 in in 24 hrs) leading to headcut erosion through width of dam.,-1,-1,MS06876,-1,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,MDEQ Dam Safety,-1
MT STERLING DAM,KY00305-3522,-1,-1,-1,KY00305,SLATE CREEK,KY DIVISION OF WATER,KY Dam Safety,-1
MT.VERNON ESTATES,NC02160-2973,"dam overtopped & partially breached, head cut scarp",Matthew,-1,NC02160,KIRKS MILL CREEK,NCDENR,NCDEQ,-1
MUD POND,MA00000-101,-1,-1,Rebuilt; new dam (Lee Lake) failed in 1968.  Fatalities: 7 -,MA00000,GREENWATER BROOK,-1,-1,-1
MUDMILL POND DAM,DE00000-1209,"Dam overtopped & caused minor to moderate erosion at the top of the downstream slope along the road edge, along the entire length of the dam.  Emergency repairs were made to the roadway.",Irene,-1,DE00000,-1,-1,-1,-1
MULLET CREEK,WI00933-2854,"seepage noted, sinkhole formed",-1,"seepage noted, sinkhole formed, ordered drawn down and removed until reconstructed.",WI00933,MULLET,WIDNR,WI DNR,-1
MULLICA HILL POND DAM,NJ00639-1189,"overtopped, erosion of d/s slope",Irene,State Highway (NJ Rt 322) temporarily closed,NJ00639,RACCOON CREEK,NJDEP,-1,-1
Murphy Road Dam,MS00000-3487,Sinkholes identified and would lead to failure.  Owner ordered to repair.,-1,-1,MS00000,-1,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,MDEQ Dam Safety,-1
MURRAY POND DAM,SC00051-2639,Heavy rains-as much as 16 inches caused several dams to overtop and fail.,-1,-1,SC00051,COLONELS CK,SCDHEC,SC DHEC Website,-1
MUSKINGUM RIVER LOCK AND DAM NO. 7,OH00697-1782,Partial Failure of Sheet Piling Dam,-1,-1,OH00697,MUSKINGUM RIVER,DEPARTMENT OF NATURAL RESOURCES,-1,-1
MUSKINGUM RIVER LOCK AND DAM NO. 7,OH00697-3060,Severe erosion in the right abutment. Right abutment and downstream of dam were reinforced with drumped rock. Part of which were later grouted.,-1,-1,OH00697,MUSKINGUM RIVER,DEPARTMENT OF NATURAL RESOURCES,OH DNR,-1
MYRON ISABEL,CO00000-136,-1,-1,insignificant damages. Piping due to tree roots & animal burrows.,CO00000,-1,-1,-1,-1
NABORS LAKE DAM,TX03465-2774,OVERTOPPING,-1,-1,TX03465,FADE CREEK,TCEQ,TX DEQ,-1
NEAR KIM LAKE DAM,TX00103-2722,"S.S. FAILED, DID NOT BREACH",-1,-1,TX00103,TR-LAKE CREEK,TCEQ,TX DEQ,-1
NESBITT,PA00449-3189,"A DEPRESSION, 10' ACROSS & 3' DEEP, FOUND ON UPSTREAM SLOPE DURING MAJOR REHAB PROJECT",-1,LOCATION OF DEPRESSION WAS AT NORMAL POOL LEVEL BUT NOT WITHIN REHAB PROJECT AREA,PA00449,SPRING BROOK,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,PA Dam Safety,-1
NESHOTO,WI00153-3573,Sinkhole formed after operating low draw gate.  Outlet pipe deteriorated.,-1,-1,WI00153,WEST TWIN RIVER,WIDNR,WI Dam Safety,-1
NEW BEGGS,OK11078-3495,"Extreme rainfall event exceeded spillway capacity and overtopped dam, severe erosion on DS slope",-1,"Water distribution system, access roads damaged",OK11078,TR-ADAMS CREEK,OWRB,OWRB,-1
NEW JERSEY NO NAME # 32 DAM,NJ00520-2863,erosion of subgrade under articulated concrete block at auxiliary spillway,-1,-1,NJ00520,SOUTH BRANCH RARITAN RIVER,NJDEP,NJ DEP,-1
New Jersey No Name # 80 Dam,NJ00000-3592,Intense rain event led to overtopping of unprotected earthen spillway abutment which failed the dam.,-1,-1,NJ00000,Negro Run,NJDEP-Dam Safety,NJDEP-Dam Safety,-1
NEW JERSEY NO NAME # 89 DAM,NJ00736-1192,"overtopped, embankment failure",Irene,-1,NJ00736,CROSSWICKS CREEK-TR,NJDEP,-1,-1
NEW STICKNEY (NELSON),SD00688-3412,"Wide spread rainfall on saturated ground ranging from 5 to 10 inches between September 11-12, 2019. High flows contributed to significant erosion around conduits of primary spillway back to the reservoir and partial failure of the dam.",-1,Reservoir still had some storage capacity after incident but it is limited by the erosion damage. A small area of erosion/slide damage extending into the upstream face of the dam also resulted from the event.  A small sinkhole in the embankment above the primary spillway conduits was reported in the last dam inspection prior to the event.,SD00688,TR-JAMES,DENR,SD Dam Safety,-1
NEW WATERSTONE LAKE DAM,OH02895-3535,CMP principal spillway riser failed at the bottom of the riser. This developed into a sinkhole and erosion of the upstream slope so that the hole was in direct connect with the lake. Lake completely drained through large hole in the riser.,-1,The owner called the dam safety office after most of the damage to the dam had already occurred and most of the water had drained through the hole in the spillway.,OH02895,TRIBUTARY TO POLK RUN,DEPARTMENT OF NATURAL RESOURCES,OH Dam Safety,-1
NEW WILTON RESERVOIR DAM,NH00261-3549,Increased leakage,-1,See attached documents,NH00261,STOCKWELL BROOK,NHDES DAM BUREAU,NH Dam Safety,Y
NEW-FOUND CREEK DAM (BEAR WALLOW),NC00000-131,-1,-1,Fatalities: 4 - family of 4,NC00000,-1,-1,-1,-1
NEWELL,SD00011-3413,High flows during spring of 2019 resulted in the primary spillway conduits failing on the downstream side of the dam and eroding area up to the dam crest.,-1,Reservoir was closed winter 2019-2020 due to concerns about ice instability as the reservoir was lower for spring.,SD00011,WILLOW CREEK,DENR,SD Dam Safety,-1
NIELSEN DAM,ID06055-3103,-1,-1,-1,ID06055,-1,-1,IDWR,Y
NILES,MI00000-159,-1,-1,Partial failure as a result of storm system.  About 40 people were evacuated downstream as a precaution.,MI00000,-1,-1,-1,-1
Nissenbaum Dam,VT00000-3552,Internal erosion along the approximate alignment of the principal spillway outlet barrel that opened up to a sizable pipe and held an intact roof until the pond had been drained.,-1,"Dam constructed of non-plastic silt and placed and compacted with no engineering oversight or testing. It was reported that during construction, there was a slope failure of the downstream slope that had to be repaired. Overtopping and damages to downstream driveways and a private pond. Large sediment release caused environmental damages in streams downsream and caused sedimentation issues in two downstream ponds. Sub-500,000 CF dam not on a perennial stream. VT Dam Safety Program has limited authorities",VT00000,TR-Little River/Winooski River,-1,VT Dam Safety,-1
NIX LAKE DAM,TX03546-2786,OVERTOPPING,-1,-1,TX03546,WASSON BRANCH,N,TX DEQ,-1
NJ No Name No. 140 Dam,NJ00000-3591,Intense rain event led to overtopping of unprotected earthen embankment and failed the dam.,-1,-1,NJ00000,Oldman's Creek-TR,NJDEP-Dam Safety,NJDEP-Dam Safety,-1
NO 1,PA01569-3219,TIMBER CRIB SPILLWAY FAILED.  5 FOOT DROP IN THE POOL LEVEL DESTROYED RECREATIONAL USE.,-1,-1,PA01569,TOBYHANNA CREEK,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,PA Dam Safety,-1
NO 1,PA01569-3218,BREACH OF NEWER DAM DURING HURRICANE DIANE,Diane,"THERE IS NOW A DUMPED ROCK DAM FURTHER UPSTREAM, MAINTAINING THE IMPOUNDMENT.",PA01569,TOBYHANNA CREEK,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,PA Dam Safety,-1
NON-JURISDICTIONAL DAM,IA00000-149,-1,-1,-1,IA00000,-1,-1,-1,-1
NORMANSKILL,NY00088-1312,Chief of police notified Dam Safety that the EAP has been activated due to high water levels.  Hurricane Irene,Irene,-1,NY00088,NORMANS KILL,NYS DEC,-1,-1
NORTH RESERVOIR DAM,OH00587-3271,Lake drain operation caused the abutment movement and unsafe condition for operator.,-1,-1,OH00587,TRIBUTARY TO TUSCARAWAS RIVER,DEPARTMENT OF NATURAL RESOURCES,OH DNR,-1
NORTH STAR SAND & GRAVEL DAMS,WA00000-213,-1,-1,"Precise date unknown. 40 foot high dam washed out due to lack of  spillway. 25 foot high dam  rebuilt, also failed.",WA00000,-1,-1,-1,-1
NORTHGLENN TERMINAL,CO02247-2093,Uncontrolled leakage from deteriorated outlet conduit.  Sealed with an inflatable bulkhead.,-1,Planned for full replacement,CO02247,BIG DRY CREEK-OS,DWR,-1,-1
NORWOOD,NY00743-3278,Increased seepage through concrete joints had to be repaired through a grouting program,-1,This is a FERC Licensed dam. FERC was the primary regulator monitoring the repairs.,NY00743,RAQUETTE RIVER,NYS DEC,NY Dam Safety,-1
